3;1;Teste Fora Grave Ar;26385829804;12/05/1985;F;64011400;91253698591;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;1;Sim;Sim;Sim;Sim;Sim;Sim;Nao;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
4;1;Teste Fora Grave Bs;26385829804;12/05/1986;M;64011400;91253698592;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;2;Sim;Sim;Sim;Sim;Sim;Sim;Nao;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
5;1;Teste Fora Grave Ct;26385829804;12/05/1987;F;64011400;91253698593;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;3;Sim;Sim;Sim;Sim;Sim;Nao;Sim;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
6;1;Teste Fora Grave Du;26385829804;12/05/1988;M;64011400;91253698594;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;4;Sim;Sim;Sim;Sim;Sim;Nao;Sim;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
7;1;Teste Fora Grave Ev;26385829804;12/05/1989;M;64011400;91253698595;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;5;Sim;Sim;Sim;Sim;Sim;Nao;Nao;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
8;1;Teste Fora Grave Fx;26385829804;12/05/1990;F;64011400;91253698596;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;6;Sim;Sim;Sim;Sim;Sim;Nao;Nao;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
9;1;Teste Fora Grave Gz;26385829804;12/05/1991;M;64011400;91253698597;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;7;Sim;Sim;Sim;Sim;Nao;Sim;Sim;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
10;1;Teste Fora Grave Hw;26385829804;12/05/1992;F;64011400;91253698598;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;8;Sim;Sim;Sim;Sim;Nao;Sim;Sim;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
11;0;Teste Fora Grave Iy;26385829804;12/05/1993;M;64011400;91253698599;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;9;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
12;0;Teste Fora Grave Jz;26385829804;12/05/1994;F;64011400;91253698600;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;10;Sim;Sim;Sim;Sim;Nao;Sim;Nao;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
13;0;Teste Fora Grave Kg;26385829804;12/05/1995;M;64011400;91253698601;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;1;Sim;Sim;Sim;Sim;Nao;Nao;Sim;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
14;0;Teste Fora Grave Lh;26385829804;12/05/1996;F;64011400;91253698602;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;2;Sim;Sim;Sim;Sim;Nao;Nao;Sim;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
15;0;Teste Fora Grave Mi;26385829804;12/05/1997;M;64011400;91253698603;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;3;Sim;Sim;Sim;Sim;Nao;Nao;Nao;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
16;0;Teste Fora Grave Nj;26385829804;12/05/1998;F;64011400;91253698604;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;4;Sim;Sim;Sim;Sim;Nao;Nao;Nao;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
17;0;Teste Fora Grave Ok;26385829804;12/05/1999;M;64011400;91253698605;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;5;Sim;Sim;Sim;Nao;Sim;Sim;Sim;Sim;assistenciaref6@gmail.com;1234;Covid-19 Grave
18;0;Teste Fora Grave Pl;26385829804;12/05/2000;F;64011400;91253698606;teste@teste.com.br;teste@teste.com.br;Sim;Sim;Sim;Sim;Sim;Sim;6;Sim;Sim;Sim;Nao;Sim;Sim;Sim;Nao;assistenciaref6@gmail.com;1234;Covid-19 Grave
16129;1;Teste Fora Negativo Qm;11698424701;12/05/2001;M;64011400;91253698607;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;7;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16130;1;Teste Fora Negativo Rn;11698424701;12/05/2002;F;64011400;91253698608;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;8;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Nao;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16131;1;Teste Fora Negativo So;11698424701;12/05/2003;M;64011400;91253698609;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;9;Sim;Sim;Sim;Sim;Sim;Sim;Nao;Sim;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16132;1;Teste Fora Negativo Tp;11698424701;15/09/2004;F;64011400;91253698610;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;10;Sim;Sim;Sim;Sim;Sim;Sim;Nao;Nao;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16133;1;Teste Fora Negativo Uq;11698424701;15/09/2005;M;64011400;91253698611;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;11;Sim;Sim;Sim;Sim;Sim;Nao;Sim;Sim;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16134;1;Teste Fora Negativo Vr;11698424701;15/09/2006;F;64011400;91253698612;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;12;Sim;Sim;Sim;Sim;Sim;Nao;Sim;Nao;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16135;1;Teste Fora Negativo Xs;11698424701;15/09/2007;M;64011400;91253698613;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;13;Sim;Sim;Sim;Sim;Sim;Nao;Nao;Sim;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16136;1;Teste Fora Negativo Zt;11698424701;15/09/2008;F;64011400;91253698614;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;1;Sim;Sim;Sim;Sim;Sim;Nao;Nao;Nao;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16137;1;Teste Fora Negativo Yu;11698424701;15/09/2009;M;64011400;91253698615;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;2;Sim;Sim;Sim;Sim;Nao;Sim;Sim;Sim;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
16138;1;Teste Fora Negativo Wv;11698424701;15/09/2010;F;64011400;91253698616;teste@teste.com.br;teste@teste.com.br;Nao;Nao;Nao;Nao;Nao;Nao;3;Sim;Sim;Sim;Sim;Nao;Sim;Sim;Nao;assistenciaref6@gmail.com;1234;Covid-19 Indicativo Negativo
